timestamp_ns,rgb_path,thermal_raw_path,thermal_color_path
1754035426630521079,rgb/000031_1754035426630521079.png,thermal_raw/000031_1754035426630521079.png,thermal_color/000031_1754035426630521079.png
1754035426631219136,rgb/000032_1754035426631219136.png,thermal_raw/000032_1754035426631219136.png,thermal_color/000032_1754035426631219136.png
1754035426693340102,rgb/000033_1754035426693340102.png,thermal_raw/000033_1754035426693340102.png,thermal_color/000033_1754035426693340102.png
1754035426726798665,rgb/000034_1754035426726798665.png,thermal_raw/000034_1754035426726798665.png,thermal_color/000034_1754035426726798665.png
1754035426789110365,rgb/000035_1754035426789110365.png,thermal_raw/000035_1754035426789110365.png,thermal_color/000035_1754035426789110365.png
1754035426855383242,rgb/000036_1754035426855383242.png,thermal_raw/000036_1754035426855383242.png,thermal_color/000036_1754035426855383242.png
1754035426885324468,rgb/000037_1754035426885324468.png,thermal_raw/000037_1754035426885324468.png,thermal_color/000037_1754035426885324468.png
1754035426952083456,rgb/000038_1754035426952083456.png,thermal_raw/000038_1754035426952083456.png,thermal_color/000038_1754035426952083456.png
1754035427003680017,rgb/000039_1754035427003680017.png,thermal_raw/000039_1754035427003680017.png,thermal_color/000039_1754035427003680017.png
1754035427047117008,rgb/000040_1754035427047117008.png,thermal_raw/000040_1754035427047117008.png,thermal_color/000040_1754035427047117008.png
1754035427082362370,rgb/000041_1754035427082362370.png,thermal_raw/000041_1754035427082362370.png,thermal_color/000041_1754035427082362370.png
1754035427146219302,rgb/000042_1754035427146219302.png,thermal_raw/000042_1754035427146219302.png,thermal_color/000042_1754035427146219302.png
1754035427185081780,rgb/000043_1754035427185081780.png,thermal_raw/000043_1754035427185081780.png,thermal_color/000043_1754035427185081780.png
1754035427251543218,rgb/000044_1754035427251543218.png,thermal_raw/000044_1754035427251543218.png,thermal_color/000044_1754035427251543218.png
1754035427307980997,rgb/000045_1754035427307980997.png,thermal_raw/000045_1754035427307980997.png,thermal_color/000045_1754035427307980997.png
1754035427341771838,rgb/000046_1754035427341771838.png,thermal_raw/000046_1754035427341771838.png,thermal_color/000046_1754035427341771838.png
1754035427406721936,rgb/000047_1754035427406721936.png,thermal_raw/000047_1754035427406721936.png,thermal_color/000047_1754035427406721936.png
1754035427445262033,rgb/000048_1754035427445262033.png,thermal_raw/000048_1754035427445262033.png,thermal_color/000048_1754035427445262033.png
1754035427503344255,rgb/000049_1754035427503344255.png,thermal_raw/000049_1754035427503344255.png,thermal_color/000049_1754035427503344255.png
1754035427571146630,rgb/000050_1754035427571146630.png,thermal_raw/000050_1754035427571146630.png,thermal_color/000050_1754035427571146630.png
1754035427613350267,rgb/000051_1754035427613350267.png,thermal_raw/000051_1754035427613350267.png,thermal_color/000051_1754035427613350267.png
1754035427665703397,rgb/000052_1754035427665703397.png,thermal_raw/000052_1754035427665703397.png,thermal_color/000052_1754035427665703397.png
1754035427701470327,rgb/000053_1754035427701470327.png,thermal_raw/000053_1754035427701470327.png,thermal_color/000053_1754035427701470327.png
1754035427765925832,rgb/000054_1754035427765925832.png,thermal_raw/000054_1754035427765925832.png,thermal_color/000054_1754035427765925832.png
1754035427837224725,rgb/000055_1754035427837224725.png,thermal_raw/000055_1754035427837224725.png,thermal_color/000055_1754035427837224725.png
1754035427872726688,rgb/000056_1754035427872726688.png,thermal_raw/000056_1754035427872726688.png,thermal_color/000056_1754035427872726688.png
1754035427947317714,rgb/000057_1754035427947317714.png,thermal_raw/000057_1754035427947317714.png,thermal_color/000057_1754035427947317714.png
1754035427980982504,rgb/000058_1754035427980982504.png,thermal_raw/000058_1754035427980982504.png,thermal_color/000058_1754035427980982504.png
1754035428016025033,rgb/000059_1754035428016025033.png,thermal_raw/000059_1754035428016025033.png,thermal_color/000059_1754035428016025033.png
1754035428065071196,rgb/000060_1754035428065071196.png,thermal_raw/000060_1754035428065071196.png,thermal_color/000060_1754035428065071196.png
1754035428124222256,rgb/000061_1754035428124222256.png,thermal_raw/000061_1754035428124222256.png,thermal_color/000061_1754035428124222256.png
1754035428156469800,rgb/000062_1754035428156469800.png,thermal_raw/000062_1754035428156469800.png,thermal_color/000062_1754035428156469800.png
1754035428221226635,rgb/000063_1754035428221226635.png,thermal_raw/000063_1754035428221226635.png,thermal_color/000063_1754035428221226635.png
1754035428256915198,rgb/000064_1754035428256915198.png,thermal_raw/000064_1754035428256915198.png,thermal_color/000064_1754035428256915198.png
1754035428325191673,rgb/000065_1754035428325191673.png,thermal_raw/000065_1754035428325191673.png,thermal_color/000065_1754035428325191673.png
1754035428353650831,rgb/000066_1754035428353650831.png,thermal_raw/000066_1754035428353650831.png,thermal_color/000066_1754035428353650831.png
1754035428419109923,rgb/000067_1754035428419109923.png,thermal_raw/000067_1754035428419109923.png,thermal_color/000067_1754035428419109923.png
1754035428485347111,rgb/000068_1754035428485347111.png,thermal_raw/000068_1754035428485347111.png,thermal_color/000068_1754035428485347111.png
1754035428518153652,rgb/000069_1754035428518153652.png,thermal_raw/000069_1754035428518153652.png,thermal_color/000069_1754035428518153652.png
1754035428583918407,rgb/000070_1754035428583918407.png,thermal_raw/000070_1754035428583918407.png,thermal_color/000070_1754035428583918407.png
1754035428616435575,rgb/000071_1754035428616435575.png,thermal_raw/000071_1754035428616435575.png,thermal_color/000071_1754035428616435575.png
1754035428681409813,rgb/000072_1754035428681409813.png,thermal_raw/000072_1754035428681409813.png,thermal_color/000072_1754035428681409813.png
1754035428711711752,rgb/000073_1754035428711711752.png,thermal_raw/000073_1754035428711711752.png,thermal_color/000073_1754035428711711752.png
1754035428780929455,rgb/000074_1754035428780929455.png,thermal_raw/000074_1754035428780929455.png,thermal_color/000074_1754035428780929455.png
1754035428810132869,rgb/000075_1754035428810132869.png,thermal_raw/000075_1754035428810132869.png,thermal_color/000075_1754035428810132869.png
1754035428877751193,rgb/000076_1754035428877751193.png,thermal_raw/000076_1754035428877751193.png,thermal_color/000076_1754035428877751193.png
1754035428942178262,rgb/000077_1754035428942178262.png,thermal_raw/000077_1754035428942178262.png,thermal_color/000077_1754035428942178262.png
1754035428974157419,rgb/000078_1754035428974157419.png,thermal_raw/000078_1754035428974157419.png,thermal_color/000078_1754035428974157419.png
1754035429038378142,rgb/000079_1754035429038378142.png,thermal_raw/000079_1754035429038378142.png,thermal_color/000079_1754035429038378142.png
1754035429071047731,rgb/000080_1754035429071047731.png,thermal_raw/000080_1754035429071047731.png,thermal_color/000080_1754035429071047731.png
1754035429135322969,rgb/000081_1754035429135322969.png,thermal_raw/000081_1754035429135322969.png,thermal_color/000081_1754035429135322969.png
1754035429170771696,rgb/000082_1754035429170771696.png,thermal_raw/000082_1754035429170771696.png,thermal_color/000082_1754035429170771696.png
1754035429233228731,rgb/000083_1754035429233228731.png,thermal_raw/000083_1754035429233228731.png,thermal_color/000083_1754035429233228731.png
1754035429301752308,rgb/000084_1754035429301752308.png,thermal_raw/000084_1754035429301752308.png,thermal_color/000084_1754035429301752308.png
1754035429331870849,rgb/000085_1754035429331870849.png,thermal_raw/000085_1754035429331870849.png,thermal_color/000085_1754035429331870849.png
1754035429404995323,rgb/000086_1754035429404995323.png,thermal_raw/000086_1754035429404995323.png,thermal_color/000086_1754035429404995323.png
1754035429431745938,rgb/000087_1754035429431745938.png,thermal_raw/000087_1754035429431745938.png,thermal_color/000087_1754035429431745938.png
1754035429497796787,rgb/000088_1754035429497796787.png,thermal_raw/000088_1754035429497796787.png,thermal_color/000088_1754035429497796787.png
1754035429529751994,rgb/000089_1754035429529751994.png,thermal_raw/000089_1754035429529751994.png,thermal_color/000089_1754035429529751994.png
1754035429596966457,rgb/000090_1754035429596966457.png,thermal_raw/000090_1754035429596966457.png,thermal_color/000090_1754035429596966457.png
1754035429676022837,rgb/000091_1754035429676022837.png,thermal_raw/000091_1754035429676022837.png,thermal_color/000091_1754035429676022837.png
1754035429704337968,rgb/000092_1754035429704337968.png,thermal_raw/000092_1754035429704337968.png,thermal_color/000092_1754035429704337968.png
1754035429756146858,rgb/000093_1754035429756146858.png,thermal_raw/000093_1754035429756146858.png,thermal_color/000093_1754035429756146858.png
1754035429788979163,rgb/000094_1754035429788979163.png,thermal_raw/000094_1754035429788979163.png,thermal_color/000094_1754035429788979163.png
1754035429855970825,rgb/000095_1754035429855970825.png,thermal_raw/000095_1754035429855970825.png,thermal_color/000095_1754035429855970825.png
1754035429892614399,rgb/000096_1754035429892614399.png,thermal_raw/000096_1754035429892614399.png,thermal_color/000096_1754035429892614399.png
1754035429957022152,rgb/000097_1754035429957022152.png,thermal_raw/000097_1754035429957022152.png,thermal_color/000097_1754035429957022152.png
1754035430007200828,rgb/000098_1754035430007200828.png,thermal_raw/000098_1754035430007200828.png,thermal_color/000098_1754035430007200828.png
1754035430053836287,rgb/000099_1754035430053836287.png,thermal_raw/000099_1754035430053836287.png,thermal_color/000099_1754035430053836287.png
1754035430118144129,rgb/000100_1754035430118144129.png,thermal_raw/000100_1754035430118144129.png,thermal_color/000100_1754035430118144129.png
1754035430151330339,rgb/000101_1754035430151330339.png,thermal_raw/000101_1754035430151330339.png,thermal_color/000101_1754035430151330339.png
1754035430219909625,rgb/000102_1754035430219909625.png,thermal_raw/000102_1754035430219909625.png,thermal_color/000102_1754035430219909625.png
1754035430249044103,rgb/000103_1754035430249044103.png,thermal_raw/000103_1754035430249044103.png,thermal_color/000103_1754035430249044103.png
1754035430314565667,rgb/000104_1754035430314565667.png,thermal_raw/000104_1754035430314565667.png,thermal_color/000104_1754035430314565667.png
1754035430349416878,rgb/000105_1754035430349416878.png,thermal_raw/000105_1754035430349416878.png,thermal_color/000105_1754035430349416878.png
1754035430414117581,rgb/000106_1754035430414117581.png,thermal_raw/000106_1754035430414117581.png,thermal_color/000106_1754035430414117581.png
1754035430445597579,rgb/000107_1754035430445597579.png,thermal_raw/000107_1754035430445597579.png,thermal_color/000107_1754035430445597579.png
1754035430511554091,rgb/000108_1754035430511554091.png,thermal_raw/000108_1754035430511554091.png,thermal_color/000108_1754035430511554091.png
1754035430574490723,rgb/000109_1754035430574490723.png,thermal_raw/000109_1754035430574490723.png,thermal_color/000109_1754035430574490723.png
1754035430653178594,rgb/000110_1754035430653178594.png,thermal_raw/000110_1754035430653178594.png,thermal_color/000110_1754035430653178594.png
1754035430674225852,rgb/000111_1754035430674225852.png,thermal_raw/000111_1754035430674225852.png,thermal_color/000111_1754035430674225852.png
1754035430720760962,rgb/000112_1754035430720760962.png,thermal_raw/000112_1754035430720760962.png,thermal_color/000112_1754035430720760962.png
1754035430768330112,rgb/000113_1754035430768330112.png,thermal_raw/000113_1754035430768330112.png,thermal_color/000113_1754035430768330112.png
1754035430802698307,rgb/000114_1754035430802698307.png,thermal_raw/000114_1754035430802698307.png,thermal_color/000114_1754035430802698307.png
1754035430868418814,rgb/000115_1754035430868418814.png,thermal_raw/000115_1754035430868418814.png,thermal_color/000115_1754035430868418814.png
1754035430935764544,rgb/000116_1754035430935764544.png,thermal_raw/000116_1754035430935764544.png,thermal_color/000116_1754035430935764544.png
1754035430973976876,rgb/000117_1754035430973976876.png,thermal_raw/000117_1754035430973976876.png,thermal_color/000117_1754035430973976876.png
1754035431032236746,rgb/000118_1754035431032236746.png,thermal_raw/000118_1754035431032236746.png,thermal_color/000118_1754035431032236746.png
1754035431067399932,rgb/000119_1754035431067399932.png,thermal_raw/000119_1754035431067399932.png,thermal_color/000119_1754035431067399932.png
1754035431131771648,rgb/000120_1754035431131771648.png,thermal_raw/000120_1754035431131771648.png,thermal_color/000120_1754035431131771648.png
1754035431161893804,rgb/000121_1754035431161893804.png,thermal_raw/000121_1754035431161893804.png,thermal_color/000121_1754035431161893804.png
1754035431227890932,rgb/000122_1754035431227890932.png,thermal_raw/000122_1754035431227890932.png,thermal_color/000122_1754035431227890932.png
1754035431262580341,rgb/000123_1754035431262580341.png,thermal_raw/000123_1754035431262580341.png,thermal_color/000123_1754035431262580341.png
1754035431323848367,rgb/000124_1754035431323848367.png,thermal_raw/000124_1754035431323848367.png,thermal_color/000124_1754035431323848367.png
1754035431390223522,rgb/000125_1754035431390223522.png,thermal_raw/000125_1754035431390223522.png,thermal_color/000125_1754035431390223522.png
1754035431423338757,rgb/000126_1754035431423338757.png,thermal_raw/000126_1754035431423338757.png,thermal_color/000126_1754035431423338757.png
1754035431490338730,rgb/000127_1754035431490338730.png,thermal_raw/000127_1754035431490338730.png,thermal_color/000127_1754035431490338730.png
1754035431523435571,rgb/000128_1754035431523435571.png,thermal_raw/000128_1754035431523435571.png,thermal_color/000128_1754035431523435571.png
1754035431594422175,rgb/000129_1754035431594422175.png,thermal_raw/000129_1754035431594422175.png,thermal_color/000129_1754035431594422175.png
1754035431622365566,rgb/000130_1754035431622365566.png,thermal_raw/000130_1754035431622365566.png,thermal_color/000130_1754035431622365566.png
1754035431690795881,rgb/000131_1754035431690795881.png,thermal_raw/000131_1754035431690795881.png,thermal_color/000131_1754035431690795881.png
1754035431756878569,rgb/000132_1754035431756878569.png,thermal_raw/000132_1754035431756878569.png,thermal_color/000132_1754035431756878569.png
1754035431789981962,rgb/000133_1754035431789981962.png,thermal_raw/000133_1754035431789981962.png,thermal_color/000133_1754035431789981962.png
1754035431848243823,rgb/000134_1754035431848243823.png,thermal_raw/000134_1754035431848243823.png,thermal_color/000134_1754035431848243823.png
1754035431882160328,rgb/000135_1754035431882160328.png,thermal_raw/000135_1754035431882160328.png,thermal_color/000135_1754035431882160328.png
1754035431948933825,rgb/000136_1754035431948933825.png,thermal_raw/000136_1754035431948933825.png,thermal_color/000136_1754035431948933825.png
1754035431988208063,rgb/000137_1754035431988208063.png,thermal_raw/000137_1754035431988208063.png,thermal_color/000137_1754035431988208063.png
1754035432043747877,rgb/000138_1754035432043747877.png,thermal_raw/000138_1754035432043747877.png,thermal_color/000138_1754035432043747877.png
1754035432082224155,rgb/000139_1754035432082224155.png,thermal_raw/000139_1754035432082224155.png,thermal_color/000139_1754035432082224155.png
1754035432146418380,rgb/000140_1754035432146418380.png,thermal_raw/000140_1754035432146418380.png,thermal_color/000140_1754035432146418380.png
1754035432206843635,rgb/000141_1754035432206843635.png,thermal_raw/000141_1754035432206843635.png,thermal_color/000141_1754035432206843635.png
1754035432238644057,rgb/000142_1754035432238644057.png,thermal_raw/000142_1754035432238644057.png,thermal_color/000142_1754035432238644057.png
1754035432313127270,rgb/000143_1754035432313127270.png,thermal_raw/000143_1754035432313127270.png,thermal_color/000143_1754035432313127270.png
1754035432342212082,rgb/000144_1754035432342212082.png,thermal_raw/000144_1754035432342212082.png,thermal_color/000144_1754035432342212082.png
1754035432401646425,rgb/000145_1754035432401646425.png,thermal_raw/000145_1754035432401646425.png,thermal_color/000145_1754035432401646425.png
1754035432436497388,rgb/000146_1754035432436497388.png,thermal_raw/000146_1754035432436497388.png,thermal_color/000146_1754035432436497388.png
1754035432502697051,rgb/000147_1754035432502697051.png,thermal_raw/000147_1754035432502697051.png,thermal_color/000147_1754035432502697051.png
1754035432566158922,rgb/000148_1754035432566158922.png,thermal_raw/000148_1754035432566158922.png,thermal_color/000148_1754035432566158922.png
1754035432608104804,rgb/000149_1754035432608104804.png,thermal_raw/000149_1754035432608104804.png,thermal_color/000149_1754035432608104804.png
1754035432664830399,rgb/000150_1754035432664830399.png,thermal_raw/000150_1754035432664830399.png,thermal_color/000150_1754035432664830399.png
1754035432696549633,rgb/000151_1754035432696549633.png,thermal_raw/000151_1754035432696549633.png,thermal_color/000151_1754035432696549633.png
1754035432763416148,rgb/000152_1754035432763416148.png,thermal_raw/000152_1754035432763416148.png,thermal_color/000152_1754035432763416148.png
1754035432794615383,rgb/000153_1754035432794615383.png,thermal_raw/000153_1754035432794615383.png,thermal_color/000153_1754035432794615383.png
1754035432862748077,rgb/000154_1754035432862748077.png,thermal_raw/000154_1754035432862748077.png,thermal_color/000154_1754035432862748077.png
1754035432907034666,rgb/000155_1754035432907034666.png,thermal_raw/000155_1754035432907034666.png,thermal_color/000155_1754035432907034666.png
1754035432959494000,rgb/000156_1754035432959494000.png,thermal_raw/000156_1754035432959494000.png,thermal_color/000156_1754035432959494000.png
1754035433025017249,rgb/000157_1754035433025017249.png,thermal_raw/000157_1754035433025017249.png,thermal_color/000157_1754035433025017249.png
1754035433058430571,rgb/000158_1754035433058430571.png,thermal_raw/000158_1754035433058430571.png,thermal_color/000158_1754035433058430571.png
1754035433122454194,rgb/000159_1754035433122454194.png,thermal_raw/000159_1754035433122454194.png,thermal_color/000159_1754035433122454194.png
1754035433182572296,rgb/000160_1754035433182572296.png,thermal_raw/000160_1754035433182572296.png,thermal_color/000160_1754035433182572296.png
1754035433225253851,rgb/000161_1754035433225253851.png,thermal_raw/000161_1754035433225253851.png,thermal_color/000161_1754035433225253851.png
1754035433260117317,rgb/000162_1754035433260117317.png,thermal_raw/000162_1754035433260117317.png,thermal_color/000162_1754035433260117317.png
1754035433323167888,rgb/000163_1754035433323167888.png,thermal_raw/000163_1754035433323167888.png,thermal_color/000163_1754035433323167888.png
1754035433383100543,rgb/000164_1754035433383100543.png,thermal_raw/000164_1754035433383100543.png,thermal_color/000164_1754035433383100543.png
1754035433414592360,rgb/000165_1754035433414592360.png,thermal_raw/000165_1754035433414592360.png,thermal_color/000165_1754035433414592360.png
1754035433480828892,rgb/000166_1754035433480828892.png,thermal_raw/000166_1754035433480828892.png,thermal_color/000166_1754035433480828892.png
1754035433512491017,rgb/000167_1754035433512491017.png,thermal_raw/000167_1754035433512491017.png,thermal_color/000167_1754035433512491017.png
1754035433577847104,rgb/000168_1754035433577847104.png,thermal_raw/000168_1754035433577847104.png,thermal_color/000168_1754035433577847104.png
1754035433615508214,rgb/000169_1754035433615508214.png,thermal_raw/000169_1754035433615508214.png,thermal_color/000169_1754035433615508214.png
1754035433675819394,rgb/000170_1754035433675819394.png,thermal_raw/000170_1754035433675819394.png,thermal_color/000170_1754035433675819394.png
1754035433708747399,rgb/000171_1754035433708747399.png,thermal_raw/000171_1754035433708747399.png,thermal_color/000171_1754035433708747399.png
1754035433772192149,rgb/000172_1754035433772192149.png,thermal_raw/000172_1754035433772192149.png,thermal_color/000172_1754035433772192149.png
1754035433843216554,rgb/000173_1754035433843216554.png,thermal_raw/000173_1754035433843216554.png,thermal_color/000173_1754035433843216554.png
1754035433878663431,rgb/000174_1754035433878663431.png,thermal_raw/000174_1754035433878663431.png,thermal_color/000174_1754035433878663431.png
1754035433936156740,rgb/000175_1754035433936156740.png,thermal_raw/000175_1754035433936156740.png,thermal_color/000175_1754035433936156740.png
1754035433979703430,rgb/000176_1754035433979703430.png,thermal_raw/000176_1754035433979703430.png,thermal_color/000176_1754035433979703430.png
1754035434035900198,rgb/000177_1754035434035900198.png,thermal_raw/000177_1754035434035900198.png,thermal_color/000177_1754035434035900198.png
1754035434073448468,rgb/000178_1754035434073448468.png,thermal_raw/000178_1754035434073448468.png,thermal_color/000178_1754035434073448468.png
1754035434135105921,rgb/000179_1754035434135105921.png,thermal_raw/000179_1754035434135105921.png,thermal_color/000179_1754035434135105921.png
1754035434203622953,rgb/000180_1754035434203622953.png,thermal_raw/000180_1754035434203622953.png,thermal_color/000180_1754035434203622953.png
1754035434239462296,rgb/000181_1754035434239462296.png,thermal_raw/000181_1754035434239462296.png,thermal_color/000181_1754035434239462296.png
1754035434301463529,rgb/000182_1754035434301463529.png,thermal_raw/000182_1754035434301463529.png,thermal_color/000182_1754035434301463529.png
1754035434330885127,rgb/000183_1754035434330885127.png,thermal_raw/000183_1754035434330885127.png,thermal_color/000183_1754035434330885127.png
1754035434395504023,rgb/000184_1754035434395504023.png,thermal_raw/000184_1754035434395504023.png,thermal_color/000184_1754035434395504023.png
1754035434428944004,rgb/000185_1754035434428944004.png,thermal_raw/000185_1754035434428944004.png,thermal_color/000185_1754035434428944004.png
1754035434493070761,rgb/000186_1754035434493070761.png,thermal_raw/000186_1754035434493070761.png,thermal_color/000186_1754035434493070761.png
1754035434526391928,rgb/000187_1754035434526391928.png,thermal_raw/000187_1754035434526391928.png,thermal_color/000187_1754035434526391928.png
1754035434591725858,rgb/000188_1754035434591725858.png,thermal_raw/000188_1754035434591725858.png,thermal_color/000188_1754035434591725858.png
1754035434657217636,rgb/000189_1754035434657217636.png,thermal_raw/000189_1754035434657217636.png,thermal_color/000189_1754035434657217636.png
1754035434692376438,rgb/000190_1754035434692376438.png,thermal_raw/000190_1754035434692376438.png,thermal_color/000190_1754035434692376438.png
1754035434755601994,rgb/000191_1754035434755601994.png,thermal_raw/000191_1754035434755601994.png,thermal_color/000191_1754035434755601994.png
1754035434788221201,rgb/000192_1754035434788221201.png,thermal_raw/000192_1754035434788221201.png,thermal_color/000192_1754035434788221201.png
1754035434853296976,rgb/000193_1754035434853296976.png,thermal_raw/000193_1754035434853296976.png,thermal_color/000193_1754035434853296976.png
1754035434892749431,rgb/000194_1754035434892749431.png,thermal_raw/000194_1754035434892749431.png,thermal_color/000194_1754035434892749431.png
1754035434950579754,rgb/000195_1754035434950579754.png,thermal_raw/000195_1754035434950579754.png,thermal_color/000195_1754035434950579754.png
1754035435015126004,rgb/000196_1754035435015126004.png,thermal_raw/000196_1754035435015126004.png,thermal_color/000196_1754035435015126004.png
1754035435054978793,rgb/000197_1754035435054978793.png,thermal_raw/000197_1754035435054978793.png,thermal_color/000197_1754035435054978793.png
1754035435115893091,rgb/000198_1754035435115893091.png,thermal_raw/000198_1754035435115893091.png,thermal_color/000198_1754035435115893091.png
1754035435177369381,rgb/000199_1754035435177369381.png,thermal_raw/000199_1754035435177369381.png,thermal_color/000199_1754035435177369381.png
1754035435223673452,rgb/000200_1754035435223673452.png,thermal_raw/000200_1754035435223673452.png,thermal_color/000200_1754035435223673452.png
1754035435249804849,rgb/000201_1754035435249804849.png,thermal_raw/000201_1754035435249804849.png,thermal_color/000201_1754035435249804849.png
1754035435306038701,rgb/000202_1754035435306038701.png,thermal_raw/000202_1754035435306038701.png,thermal_color/000202_1754035435306038701.png
1754035435346855402,rgb/000203_1754035435346855402.png,thermal_raw/000203_1754035435346855402.png,thermal_color/000203_1754035435346855402.png
1754035435405659301,rgb/000204_1754035435405659301.png,thermal_raw/000204_1754035435405659301.png,thermal_color/000204_1754035435405659301.png
1754035435469219322,rgb/000205_1754035435469219322.png,thermal_raw/000205_1754035435469219322.png,thermal_color/000205_1754035435469219322.png
1754035435507239360,rgb/000206_1754035435507239360.png,thermal_raw/000206_1754035435507239360.png,thermal_color/000206_1754035435507239360.png
1754035435571160001,rgb/000207_1754035435571160001.png,thermal_raw/000207_1754035435571160001.png,thermal_color/000207_1754035435571160001.png
1754035435605181325,rgb/000208_1754035435605181325.png,thermal_raw/000208_1754035435605181325.png,thermal_color/000208_1754035435605181325.png
1754035435674964182,rgb/000209_1754035435674964182.png,thermal_raw/000209_1754035435674964182.png,thermal_color/000209_1754035435674964182.png
1754035435700512643,rgb/000210_1754035435700512643.png,thermal_raw/000210_1754035435700512643.png,thermal_color/000210_1754035435700512643.png
1754035435765221577,rgb/000211_1754035435765221577.png,thermal_raw/000211_1754035435765221577.png,thermal_color/000211_1754035435765221577.png
1754035435829610345,rgb/000212_1754035435829610345.png,thermal_raw/000212_1754035435829610345.png,thermal_color/000212_1754035435829610345.png
1754035435864285426,rgb/000213_1754035435864285426.png,thermal_raw/000213_1754035435864285426.png,thermal_color/000213_1754035435864285426.png
1754035435931419235,rgb/000214_1754035435931419235.png,thermal_raw/000214_1754035435931419235.png,thermal_color/000214_1754035435931419235.png
1754035435962489190,rgb/000215_1754035435962489190.png,thermal_raw/000215_1754035435962489190.png,thermal_color/000215_1754035435962489190.png
1754035436026118200,rgb/000216_1754035436026118200.png,thermal_raw/000216_1754035436026118200.png,thermal_color/000216_1754035436026118200.png
